CustomerID,AveMonthSpend,BikeBuyer,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,CurrDate,Age,AgeGroup
13917,118,1,Samuel,Allen,3221 Mt. Washington Way,Novato,California,United States,94947,636-555-0112,1964-02-17,Bachelors ,Skilled Manual,M,S,0,2,4,4,60875,1998-01-01,33.895890410958906,Between 25 and 45
13918,124,1,Armando,Blanco,4064 Regina Lane,Burnaby,British Columbia,Canada,V3J 6Z3,783-555-0163,1964-07-05,Bachelors ,Skilled Manual,M,S,1,3,4,4,66302,1998-01-01,33.515068493150686,Between 25 and 45
13920,59,1,Amanda,Rogers,217 Ram Circle,Sooke,British Columbia,Canada,V0,965-555-0154,1964-03-21,Bachelors ,Skilled Manual,F,S,1,2,2,4,51125,1998-01-01,33.8054794520548,Between 25 and 45
13921,115,1,Joseph,Jones,5666 Hazelnut Lane,Concord,California,United States,94519,754-555-0194,1963-05-11,Bachelors ,Professional,M,M,1,2,2,4,94140,1998-01-01,34.66849315068493,Between 25 and 45
13922,111,1,Jackson,Foster,4405 Grant Street,Salem,Oregon,United States,97301,735-555-0115,1963-05-07,Bachelors ,Professional,M,M,1,2,2,4,104567,1998-01-01,34.679452054794524,Between 25 and 45
13923,73,0,Steven,Howard,1546 Cinnabar St.,Grossmont,California,United States,91941,544-555-0167,1968-03-25,Bachelors ,Professional,M,S,0,1,0,0,97105,1998-01-01,29.791780821917808,Between 25 and 45
13924,54,1,Hannah,Hall,1562 Petarct,San Diego,California,United States,92102,762-555-0116,1968-03-13,Bachelors ,Professional,F,S,1,1,0,0,94993,1998-01-01,29.824657534246576,Between 25 and 45
13925,78,1,Wyatt,Barnes,1211 Sherry Circle,Redwood City,California,United States,94063,358-555-0164,1963-10-12,Bachelors ,Professional,M,S,1,1,0,0,106720,1998-01-01,34.24657534246575,Between 25 and 45
13926,76,1,Dalton,Hill,1679 V. Street,Ballard,Washington,United States,98107,626-555-0195,1963-07-24,Bachelors ,Professional,M,S,0,1,0,0,92328,1998-01-01,34.465753424657535,Between 25 and 45
13927,76,1,Gabriel,Gonzales,220 N Ridgewood Drive,Bellflower,California,United States,90706,622-555-0136,1963-12-08,Bachelors ,Professional,M,S,0,1,0,0,106330,1998-01-01,34.09041095890411,Between 25 and 45
13928,112,1,Nathaniel,Morris,2117 Mt Whitney,Tacoma,Washington,United States,98403,134-555-0146,1963-07-22,Graduate Degree,Professional,M,M,1,0,2,3,104936,1998-01-01,34.47123287671233,Between 25 and 45
13929,98,1,Robert,Hayes,9620 Fallbrook Road,Lake Oswego,Oregon,United States,97034,117-555-0135,1962-03-06,High School,Skilled Manual,M,S,1,2,2,3,61643,1998-01-01,35.84931506849315,Between 25 and 45
13931,84,0,Luke,Hernandez,5749 Elkwood Dr.,Redmond,Washington,United States,98052,367-555-0120,1962-07-05,Partial College,Skilled Manual,M,M,1,1,0,1,102648,1998-01-01,35.51780821917808,Between 25 and 45
13933,56,0,Isabella,Richardson,7413 Alpine Drive,Torrance,California,United States,90505,910-555-0166,1961-06-12,Partial College,Skilled Manual,F,M,1,1,0,1,68889,1998-01-01,36.58082191780822,Between 25 and 45
13934,94,0,Luis,Young,7245 Freya Way,Issaquah,Washington,United States,98027,831-555-0128,1960-04-19,High School,Skilled Manual,M,M,1,2,2,4,37748,1998-01-01,37.728767123287675,Between 25 and 45
13935,56,0,Kimberly,Sanchez,4678 Cardinal Dr.,Oakland,California,United States,94611,111-555-0123,1960-12-24,High School,Skilled Manual,F,M,1,2,2,4,33709,1998-01-01,37.04657534246575,Between 25 and 45
13936,79,0,Nathan,Wilson,1099 C Street,Langley,British Columbia,Canada,V3A 4R2,604-555-0191,1967-07-12,Partial College,Skilled Manual,M,M,0,1,0,0,92544,1998-01-01,30.495890410958904,Between 25 and 45
13937,49,1,Victoria,Ware,6353 Dan Ysidro Court,Milwaukie,Oregon,United States,97222,630-555-0131,1967-09-24,Partial College,Skilled Manual,F,S,1,1,0,0,66763,1998-01-01,30.293150684931508,Between 25 and 45
13938,86,0,Alejandro,Cai,6905 Camino Ricardo,Bellflower,California,United States,90706,991-555-0152,1967-08-07,Graduate Degree,Professional,M,M,0,1,0,0,121159,1998-01-01,30.424657534246574,Between 25 and 45
13939,81,1,Eduardo,Ramirez,352 Margo Dr.,Burbank,California,United States,91502,552-555-0158,1967-03-20,Graduate Degree,Professional,M,S,0,1,0,0,126340,1998-01-01,30.80821917808219,Between 25 and 45
13940,50,1,Emma,Simmons,5386 Salvio St.,Long Beach,California,United States,90802,129-555-0131,1967-08-17,Graduate Degree,Professional,F,S,0,1,0,0,84568,1998-01-01,30.397260273972602,Between 25 and 45
13941,49,0,Brittany,Hayes,8833 San Gabriel Dr,Port Hammond,British Columbia,Canada,V6B 3P7,651-555-0169,1960-11-28,Partial College,Skilled Manual,F,M,1,1,0,1,73756,1998-01-01,37.11780821917808,Between 25 and 45
13942,81,0,Seth,Long,3761 N. 14th St,Downey,California,United States,90241,752-555-0163,1960-04-08,Partial College,Skilled Manual,M,M,1,1,0,1,84102,1998-01-01,37.75890410958904,Between 25 and 45
13943,51,0,Kelly,Bryant,9037 Saddlehill Lane,Los Angeles,California,United States,90012,863-555-0114,1960-10-03,Partial College,Skilled Manual,F,M,1,1,0,1,65947,1998-01-01,37.271232876712325,Between 25 and 45
13944,85,0,Andrew,Moore,3241 Brock Lane,Newton,British Columbia,Canada,V2M1S6,199-555-0147,1960-08-01,Partial College,Skilled Manual,M,M,1,1,0,1,106987,1998-01-01,37.443835616438356,Between 25 and 45
13945,48,0,Yolanda,Luo,105 Woodruff Ln.,Bellingham,Washington,United States,98225,943-555-0155,1960-08-14,Partial College,Skilled Manual,F,M,1,1,0,1,77179,1998-01-01,37.40821917808219,Between 25 and 45
13946,125,1,Jason,Powell,6344 Dartmouth Way,Portland,Oregon,United States,97205,881-555-0188,1959-07-26,Bachelors ,Professional,M,M,1,0,3,4,112941,1998-01-01,38.463013698630135,Between 25 and 45
13947,52,0,Megan,Hughes,7469 Paraiso Ct.,Oregon City,Oregon,United States,97045,148-555-0186,1959-11-15,Graduate Degree,Professional,F,M,1,1,0,1,100966,1998-01-01,38.156164383561645,Between 25 and 45
13948,57,1,Susan,Ma,4401 Keller Ridge Dr.,Berkeley,California,United States,94704,423-555-0117,1959-03-01,Graduate Degree,Professional,F,S,1,0,0,2,131787,1998-01-01,38.865753424657534,Between 25 and 45
13949,87,0,Dwayne,Ramos,9836 Hanson Lane,Berkeley,California,United States,94704,851-555-0139,1959-09-13,Graduate Degree,Professional,M,M,1,0,0,2,144197,1998-01-01,38.32876712328767,Between 25 and 45
13951,62,0,Dylan,Hughes,1268 Holiday Hills Drive,Spokane,Washington,United States,99202,798-555-0137,1929-10-06,Graduate Degree,Management,M,S,1,1,0,1,113620,1998-01-01,68.28493150684932,Over 55
13952,89,0,Franklin,Ye,1796 Westbury Dr.,Melton,Victoria,Australia,3337,1 (11) 500 555-0139,1969-07-09,Graduate Degree,Management,M,M,1,0,0,1,160333,1998-01-01,28.5013698630137,Between 25 and 45
13954,114,1,Eddie,Ramos,6093 Midway Ct.,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0156,1968-03-23,Bachelors ,Professional,M,M,1,1,2,2,102064,1998-01-01,29.797260273972604,Between 25 and 45
13955,90,0,Andres,Raji,8595 Central Avenue,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0160,1970-02-08,Bachelors ,Professional,M,M,1,0,0,2,130910,1998-01-01,27.915068493150685,Between 25 and 45
13957,61,1,Meredith,Munoz,5592 Eagle Peak Ave.,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0122,1967-11-28,Bachelors ,Professional,F,S,1,1,2,2,77521,1998-01-01,30.115068493150684,Between 25 and 45
13958,97,1,Diane,Martin,3534 Marvelle Ln.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0157,1967-10-15,Bachelors ,Professional,F,M,1,3,5,5,86069,1998-01-01,30.235616438356164,Between 25 and 45
13959,54,0,Ebony,Carlson,1387 Dias Circle,Melton,Victoria,Australia,3337,1 (11) 500 555-0113,1969-05-23,Graduate Degree,Management,F,M,1,0,0,1,162650,1998-01-01,28.63013698630137,Between 25 and 45
13961,105,1,Shawna,Raji,2850 D Bel Air Dr,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0184,1966-05-08,Graduate Degree,Management,F,M,1,3,5,5,98601,1998-01-01,31.673972602739727,Between 25 and 45
13962,102,0,Dawn,Li,1931 Eagle Way,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0115,1966-05-09,Graduate Degree,Management,F,M,1,3,5,5,108553,1998-01-01,31.671232876712327,Between 25 and 45
13963,111,0,Veronica,Patel,3909 Lavetta Way,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0111,1966-11-28,Graduate Degree,Management,F,M,1,3,5,5,116114,1998-01-01,31.115068493150684,Between 25 and 45
13964,55,1,Jasmine,Lewis,9679 Shakespeare Dr.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0185,1966-02-18,Bachelors ,Professional,F,S,0,0,0,0,114183,1998-01-01,31.89041095890411,Between 25 and 45
13965,87,0,Barry,Sara,8826 D Anchor,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0114,1966-02-26,Bachelors ,Professional,M,M,1,0,0,0,124662,1998-01-01,31.86849315068493,Between 25 and 45
13967,114,1,Glenn,Zhang,3877 Edward Ave.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0152,1965-01-23,Bachelors ,Professional,M,S,1,1,3,3,106604,1998-01-01,32.961643835616435,Between 25 and 45
13968,75,1,Lydia,Sai,5033 Kentucky Dr.,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0176,1965-04-25,Bachelors ,Professional,F,S,0,1,3,3,80464,1998-01-01,32.70958904109589,Between 25 and 45
13969,79,0,Roy,Martinez,4645 Mehaffey Way,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0169,1968-02-11,Bachelors ,Professional,M,S,0,1,0,0,118609,1998-01-01,29.90958904109589,Between 25 and 45
13970,72,0,Pedro,Rana,3824 Birch Bark Rd,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0115,1968-04-17,Bachelors ,Professional,M,S,0,1,0,0,100691,1998-01-01,29.72876712328767,Between 25 and 45
13971,48,1,Bianca,Zhao,4348 Lilac Circle,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0184,1968-06-07,Bachelors ,Professional,F,S,1,1,0,0,88733,1998-01-01,29.589041095890412,Between 25 and 45
13972,77,0,Eugene,Liang,2067 Black Point Pl,Perth,South Australia,Australia,6006,1 (11) 500 555-0194,1965-04-02,Bachelors ,Professional,M,S,0,1,0,0,101709,1998-01-01,32.772602739726025,Between 25 and 45
13973,78,1,Bethany,Shan,8751 Upland Dr.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0162,1964-06-02,Bachelors ,Professional,F,S,1,2,3,3,84555,1998-01-01,33.605479452054794,Between 25 and 45
13974,84,1,Tina,Chandra,3783 Dartmouth Way,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0115,1964-09-25,Bachelors ,Professional,F,M,1,2,4,4,85758,1998-01-01,33.29041095890411,Between 25 and 45
13975,133,1,Johnny,Raje,3224 Pome Court,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0169,1964-03-27,Bachelors ,Professional,M,S,1,2,4,4,108992,1998-01-01,33.78904109589041,Between 25 and 45
13976,84,0,Emmanuel,Smith,7224 Grant St.,Bremerton,Washington,United States,98312,876-555-0114,1968-05-16,Bachelors ,Management,M,M,1,2,0,2,130455,1998-01-01,29.649315068493152,Between 25 and 45
13977,56,0,Alexandra,Brown,5627 Tanager Road,Issaquah,Washington,United States,98027,678-555-0195,1968-01-19,Bachelors ,Management,F,M,1,3,0,2,103497,1998-01-01,29.972602739726028,Between 25 and 45
13978,53,0,Zoe,Peterson,5328 Reading Dr,Renton,Washington,United States,98055,212-555-0147,1968-05-11,Bachelors ,Management,F,M,1,3,0,3,106229,1998-01-01,29.663013698630138,Between 25 and 45
13979,43,0,Chloe,Jenkins,3775 Hilltop Dr.,Puyallup,Washington,United States,98371,419-555-0111,1979-04-03,High School,Skilled Manual,F,S,0,2,0,0,33929,1998-01-01,18.76164383561644,Under 25
13980,39,1,Margaret,Liu,5927 Diokmo Ct.,Beverly Hills,California,United States,90210,154-555-0120,1979-09-18,Partial College,Skilled Manual,F,S,1,1,0,0,41008,1998-01-01,18.301369863013697,Under 25
13981,31,0,Joy,Carlson,6791 Creekside Drive,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0149,1944-06-12,High School,Skilled Manual,F,M,0,3,0,5,13177,1998-01-01,53.59178082191781,Between 45 and 55
13982,62,0,Clarence,Chander,6647 Revision Dr,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0165,1944-03-21,High School,Skilled Manual,M,M,1,2,0,3,14853,1998-01-01,53.81917808219178,Between 45 and 55
13983,62,0,Logan,Collins,6431 Adobe Dr.,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0191,1944-06-05,High School,Skilled Manual,M,M,1,2,0,4,23823,1998-01-01,53.61095890410959,Between 45 and 55
13984,72,0,Adrian,Richardson,3930 Sony Hill Circle,San Diego,California,United States,92102,408-555-0120,1979-03-08,Partial College,Skilled Manual,M,S,0,1,0,0,92848,1998-01-01,18.832876712328765,Under 25
13985,52,0,Alexis,Wood,8248 N. Ranchford Court,Spring Valley,California,United States,91977,889-555-0140,1979-04-24,Partial College,Skilled Manual,F,M,0,1,0,0,69655,1998-01-01,18.704109589041096,Under 25
13986,52,0,Chloe,Anderson,3118 Creekside Drive,Spring Valley,California,United States,91977,913-555-0176,1979-10-25,Partial College,Skilled Manual,F,M,1,2,0,0,69454,1998-01-01,18.2,Under 25
13987,66,1,Eduardo,Collins,2100 Linton Terr,Langley,British Columbia,Canada,V3A 4R2,100-555-0124,1978-11-05,High School,Skilled Manual,M,S,0,2,0,0,55920,1998-01-01,19.16986301369863,Under 25
13988,61,0,Miguel,White,1597 Vista Del Sol,Newton,British Columbia,Canada,V2M1P1,621-555-0134,1978-11-10,Partial High School,Clerical,M,S,1,2,0,0,32521,1998-01-01,19.156164383561645,Under 25
13989,42,0,Chloe,Bradley,1720 Medburn St,Burien,Washington,United States,98168,651-555-0113,1978-01-17,Partial College,Skilled Manual,F,S,1,1,0,0,50565,1998-01-01,19.96986301369863,Under 25
13990,43,0,Stephanie,Wood,4619 Ricardo Drive,Salem,Oregon,United States,97301,560-555-0193,1978-03-26,Partial College,Skilled Manual,F,S,0,1,0,0,46426,1998-01-01,19.783561643835615,Under 25
13991,71,0,Jack,Hayes,4510 Ten Penny Lane,Sedro Woolley,Washington,United States,98284,534-555-0131,1978-03-08,Partial College,Skilled Manual,M,M,1,1,0,0,53178,1998-01-01,19.832876712328765,Under 25
13992,66,1,Gregory,Xie,5055 Quiz St.,Burlingame,California,United States,94010,560-555-0183,1978-06-06,Partial College,Skilled Manual,M,S,0,2,0,0,86015,1998-01-01,19.586301369863012,Under 25
13993,72,1,Zachary,Patterson,7814 New Court,Burlingame,California,United States,94010,149-555-0161,1978-08-24,Partial College,Skilled Manual,M,M,1,2,0,0,90455,1998-01-01,19.36986301369863,Under 25
13994,68,0,Isaac,Cook,7760 Woodbury Pl.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0155,1946-07-17,Partial College,Clerical,M,M,0,2,0,2,57619,1998-01-01,51.49589041095891,Between 45 and 55
13995,40,0,Michele,Black,8202 Lion Circle,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0190,1947-06-10,High School,Skilled Manual,F,M,0,2,0,4,22714,1998-01-01,50.5972602739726,Between 45 and 55
13996,45,0,Marie,Perez,2441 Heavenly Drive,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0159,1947-09-08,High School,Skilled Manual,F,M,1,2,0,4,25480,1998-01-01,50.35068493150685,Between 45 and 55
13997,45,0,Raquel,Hernandez,9768 Brandywine Way,Perth,South Australia,Australia,6006,1 (11) 500 555-0173,1947-05-24,Partial College,Clerical,F,M,0,2,0,2,44555,1998-01-01,50.64383561643836,Between 45 and 55
13998,78,0,Ethan,Martin,1479 Pine Creek Way,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0136,1948-10-23,Partial High School,Clerical,M,M,1,2,1,2,29852,1998-01-01,49.224657534246575,Between 45 and 55
13999,81,0,Elijah,Gonzales,8815 Wildberry Court,Oakland,California,United States,94611,447-555-0164,1978-08-17,Partial College,Skilled Manual,M,M,1,2,0,0,98816,1998-01-01,19.389041095890413,Under 25
14000,66,0,Terry,Sharma,6209 Willow Drive,Beaverton,Oregon,United States,97005,148-555-0148,1977-04-26,Partial High School,Clerical,M,S,0,2,0,0,43947,1998-01-01,20.698630136986303,Under 25
14001,65,0,Hunter,Hill,3132 Liana Lane,Beaverton,Oregon,United States,97005,889-555-0142,1977-07-26,Partial High School,Clerical,M,S,0,2,0,0,53403,1998-01-01,20.44931506849315,Under 25
14002,42,0,Jacqueline,Reed,8051 Reality Dr.,Burien,Washington,United States,98168,406-555-0129,1977-10-27,Partial College,Skilled Manual,F,S,1,1,0,0,43226,1998-01-01,20.194520547945206,Under 25
14003,59,0,Angel,Ramirez,9064 Silverado Dr.,Portland,Oregon,United States,97205,488-555-0166,1977-10-05,Partial College,Skilled Manual,M,S,0,1,0,0,44300,1998-01-01,20.254794520547946,Under 25
14004,49,0,Caitlin,Kelly,5936 Second Ave,Daly City,California,United States,94015,904-555-0116,1977-04-13,Partial College,Skilled Manual,F,M,1,2,0,0,71307,1998-01-01,20.734246575342464,Under 25
14005,77,0,Noah,Hughes,5990 Curletto Drive,Redwood City,California,United States,94063,811-555-0150,1977-05-13,Partial College,Skilled Manual,M,M,0,2,0,0,85099,1998-01-01,20.65205479452055,Under 25
14008,50,0,Karen,Liu,3283 Terra Granda,Geelong,Victoria,Australia,3220,1 (11) 500 555-0146,1949-07-14,Partial High School,Clerical,F,M,1,2,1,2,22950,1998-01-01,48.5013698630137,Between 45 and 55
14009,52,0,Brandy,Prasad,8176 Pena,Seaford,Victoria,Australia,3198,1 (11) 500 555-0129,1949-09-05,Partial High School,Clerical,F,M,1,2,1,2,20866,1998-01-01,48.35616438356164,Between 45 and 55
14010,74,0,Thomas,Moore,658 Pecan Street,Melton,Victoria,Australia,3337,1 (11) 500 555-0152,1950-08-05,Partial College,Clerical,M,M,0,2,0,3,58357,1998-01-01,47.441095890410956,Between 45 and 55
14012,78,0,Eddie,Vazquez,6142 Kentucky Drive,Townsville,Queensland,Australia,4810,1 (11) 500 555-0137,1950-02-12,Bachelors ,Management,M,M,1,2,0,2,72653,1998-01-01,47.917808219178085,Between 45 and 55
14013,71,0,Jimmy,Blanco,8519 Crivello Ave.,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0173,1951-08-11,High School,Skilled Manual,M,M,1,2,0,3,56359,1998-01-01,46.42465753424658,Between 45 and 55
14014,48,0,Leslie,Serrano,5252 Santa Fe,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0160,1951-09-27,High School,Skilled Manual,F,M,0,2,0,3,53680,1998-01-01,46.295890410958904,Between 45 and 55
14015,73,0,Kurt,Lal,2538 Stafford Ave,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0171,1951-04-19,High School,Skilled Manual,M,M,1,2,0,3,45164,1998-01-01,46.73698630136986,Between 45 and 55
14016,71,0,Mary,Sandidge,9390 Janin Pl.,Milsons Point,New South Wales,Australia,2061,113-555-0100,1951-01-14,High School,Skilled Manual,M,M,0,2,0,3,53696,1998-01-01,46.9972602739726,Between 45 and 55
14017,47,0,Chloe,Rodriguez,7806 Reliez Valley Ct.,San Diego,California,United States,92102,325-555-0134,1980-11-22,Partial College,Skilled Manual,F,S,0,2,0,0,68074,1998-01-01,17.12054794520548,Under 25
14018,47,0,Nina,Rai,6453 Coldwater Drive,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0163,1952-01-02,High School,Skilled Manual,F,M,1,2,0,3,42143,1998-01-01,46.03013698630137,Between 45 and 55
14019,40,0,Kathleen,Romero,3651 Willow Lake Rd,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0113,1952-07-21,High School,Skilled Manual,F,M,1,2,0,3,38307,1998-01-01,45.47945205479452,Between 45 and 55
14020,55,1,Kristine,Dominguez,8761 Dancing Court,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0184,1954-06-20,Partial College,Skilled Manual,F,S,0,2,0,2,92105,1998-01-01,43.56438356164384,Between 25 and 45
14021,41,1,Michelle,Richardson,2676 Santa Fe Street,Kirkland,Washington,United States,98033,590-555-0195,1975-11-02,Partial College,Skilled Manual,F,S,1,2,0,0,40208,1998-01-01,22.18082191780822,Under 25
14022,47,0,Taylor,Lee,7413 Flora Ave.,Marysville,Washington,United States,98270,626-555-0118,1975-06-05,High School,Skilled Manual,F,S,1,2,0,0,56335,1998-01-01,22.59178082191781,Under 25
14023,44,1,Beth,Carlson,2444 Piedmont,Concord,California,United States,94519,237-555-0170,1975-10-15,High School,Skilled Manual,F,S,1,2,0,0,45599,1998-01-01,22.23013698630137,Under 25
14024,45,0,Hannah,Moore,923 Hill Drive,Oakland,California,United States,94611,141-555-0124,1975-12-23,Partial College,Skilled Manual,F,S,0,2,0,0,66889,1998-01-01,22.041095890410958,Under 25
14025,72,0,Robert,Alexander,4286 NE 3rd Court,Seattle,Washington,United States,98104,318-555-0116,1974-03-18,High School,Skilled Manual,M,M,1,2,0,0,52996,1998-01-01,23.80821917808219,Under 25
14026,41,0,Chloe,Butler,2574 Napa,Renton,Washington,United States,98055,685-555-0116,1974-05-01,High School,Skilled Manual,F,S,1,2,0,0,26711,1998-01-01,23.687671232876713,Under 25
14027,79,0,Carlos,Perez,281 Wesley Court,Tacoma,Washington,United States,98403,547-555-0191,1973-05-13,Partial College,Professional,M,M,0,2,0,0,86596,1998-01-01,24.654794520547945,Under 25
14028,46,1,Patricia,Srini,3035 Blackfield Dr.,Bellingham,Washington,United States,98225,894-555-0142,1973-07-12,Partial College,Professional,F,S,0,2,0,0,75949,1998-01-01,24.49041095890411,Under 25
14029,51,1,Christina,Morris,6680 Brookdale Dr.,Lake Oswego,Oregon,United States,97034,193-555-0194,1976-08-22,Partial College,Professional,F,M,1,2,0,0,70860,1998-01-01,21.375342465753423,Under 25
14030,72,1,Lawrence,Sanz,3841 Turner Dr.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0161,1955-10-21,High School,Skilled Manual,M,S,0,2,0,2,107387,1998-01-01,42.227397260273975,Between 25 and 45
14031,86,0,Ruben,Suarez,2837 Hacienda Drive,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0115,1955-02-17,High School,Skilled Manual,M,M,1,2,0,2,114715,1998-01-01,42.9013698630137,Between 25 and 45
14032,71,0,Arthur,Chandra,1874 Orchid Ct,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0196,1956-01-07,High School,Skilled Manual,M,M,0,2,0,2,80168,1998-01-01,42.013698630136986,Between 25 and 45
14033,50,0,Melinda,Torres,2895 Churchill Dr,Findon,South Australia,Australia,5023,1 (11) 500 555-0126,1957-02-19,High School,Professional,F,S,0,2,0,2,90680,1998-01-01,40.893150684931506,Between 25 and 45
14034,99,0,Dennis,Liang,3155 Meadowbrook Court,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0172,1958-04-08,Graduate Degree,Management,M,S,0,2,1,1,182537,1998-01-01,39.76164383561644,Between 25 and 45
14035,77,1,Hunter,Hughes,7669 Willow Lake Rd,Imperial Beach,California,United States,91932,693-555-0168,1973-08-02,Bachelors ,Management,M,S,1,1,0,0,115141,1998-01-01,24.432876712328767,Under 25
14036,52,0,Amanda,Torres,6329 El Rancho Drive,Oregon City,Oregon,United States,97045,159-555-0111,1974-06-27,Partial College,Professional,F,M,1,2,0,0,73622,1998-01-01,23.53150684931507,Under 25
14037,51,0,Lydia,Sara,5613 East Narrows Drive,Berkeley,California,United States,94704,183-555-0132,1974-04-22,Partial College,Professional,F,M,1,2,0,0,87703,1998-01-01,23.71232876712329,Under 25
14038,70,1,Madison,Foster,5890 Yosemite Circle,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0146,1959-11-22,Graduate Degree,Management,F,M,1,3,1,1,151900,1998-01-01,38.136986301369866,Between 25 and 45
14039,88,1,Nathan,Wang,7070 East Avenue,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0166,1959-09-19,Graduate Degree,Management,M,S,0,3,0,0,181787,1998-01-01,38.31232876712329,Between 25 and 45
14040,48,0,Stephanie,Morris,2062 Dos Encinas,El Cajon,California,United States,92020,979-555-0161,1957-05-12,Partial High School,Skilled Manual,F,S,0,2,0,2,82182,1998-01-01,40.66849315068493,Between 25 and 45
14041,47,1,Danielle,Bell,8092 West Las Vegas,Westminster,British Columbia,Canada,V3L 1E7,390-555-0199,1957-04-03,Partial High School,Skilled Manual,F,S,1,2,0,2,82355,1998-01-01,40.775342465753425,Between 25 and 45
14042,51,0,Stephanie,Adams,6516 Pine Tree Drive,Yakima,Washington,United States,98901,492-555-0112,1957-01-01,High School,Professional,F,M,0,2,0,2,78259,1998-01-01,41.02739726027397,Between 25 and 45
14043,44,0,Mary,Gonzalez,4373 Sherry Circle,Portland,Oregon,United States,97205,385-555-0161,1957-02-28,High School,Professional,F,S,1,2,0,2,69832,1998-01-01,40.868493150684934,Between 25 and 45
14044,97,0,Thomas,Wright,2924 Michigan Blvd.,Oakland,California,United States,94611,545-555-0114,1957-07-14,Partial College,Professional,M,M,1,0,1,2,88358,1998-01-01,40.49589041095891,Between 25 and 45
14045,105,1,Tanya,Ramos,6088 Clark Creek Rd,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0186,1967-04-05,Bachelors ,Professional,F,M,1,4,5,5,103492,1998-01-01,30.764383561643836,Between 25 and 45
14046,92,1,Cheryl,Sanz,9030 Louisiana Dr.,Melton,Victoria,Australia,3337,1 (11) 500 555-0113,1967-06-04,Bachelors ,Professional,F,M,1,0,4,4,113086,1998-01-01,30.6,Between 25 and 45
14047,51,0,Linda,Alvarez,4288 Hacienda,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0112,1962-10-15,Partial College,Skilled Manual,F,S,0,1,0,1,71905,1998-01-01,35.23835616438356,Between 25 and 45
14048,86,1,Wyatt,Mitchell,4794 Kim Court,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0167,1962-04-03,Bachelors ,Professional,M,M,1,1,0,1,96071,1998-01-01,35.772602739726025,Between 25 and 45
14049,58,0,Gina,Hernandez,2146 Twin View Drive,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0161,1962-09-07,Bachelors ,Professional,F,M,1,1,0,1,98560,1998-01-01,35.342465753424655,Between 25 and 45
14050,80,1,Manuel,Lopez,2396 Ancona Ct.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0146,1966-05-16,Graduate Degree,Management,M,S,0,1,0,0,133994,1998-01-01,31.65205479452055,Between 25 and 45
14051,83,1,Nathaniel,Rivera,2910 Boyd,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0190,1966-04-14,Bachelors ,Professional,M,S,1,1,0,0,128240,1998-01-01,31.73972602739726,Between 25 and 45
14052,80,0,Jorge,Ma,8702 Orchard View Ave,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0183,1966-06-26,Graduate Degree,Management,M,S,1,2,0,0,185263,1998-01-01,31.53972602739726,Between 25 and 45
